,area_id,area_type,year,female_full_time_median_earnings,female_median_earnings,male_full_time_median_earnings,male_median_earnings,median_earnings,median_earnings_bachelor_degree,median_earnings_graduate_or_professional_degree,median_earnings_high_school,median_earnings_less_than_high_school,median_earnings_some_college_or_associates,percent_with_earnings_10000_to_14999,percent_with_earnings_15000_to_24999,percent_with_earnings_1_to_9999,percent_with_earnings_25000_to_34999,percent_with_earnings_35000_to_49999,percent_with_earnings_50000_to_64999,percent_with_earnings_65000_to_74999,percent_with_earnings_75000_to_99999,percent_with_earnings_over_100000,City,State
11074,1600000US2919252,region.place,2013,30173.0,20745.0,33785.0,25750.0,22061.0,33491.0,23750.0,25439.0,20417.0,30259.0,8.5,21.2,5.0,29.6,16.3,14.3,2.1,0.8,2.2,De Soto,MO
11076,1600000US2911692,region.place,2013,24589.0,19688.0,39835.0,31897.0,22404.0,41458.0,57647.0,24707.0,19071.0,25307.0,2.6,27.9,4.8,16.3,27.5,10.5,2.8,4.9,2.7,Caruthersville,MO
11091,1600000US2929494,region.place,2013,40893.0,26709.0,61542.0,53920.0,40463.0,47321.0,58229.0,39471.0,14800.0,44110.0,0.5,7.8,1.5,14.8,18.7,24.7,10.5,15.2,6.3,Greenwood,MO
11096,1600000US2919216,region.place,2013,30688.0,21637.0,40473.0,34566.0,29659.0,59205.0,38333.0,34894.0,15019.0,30421.0,4.2,14.6,2.2,27.2,24.1,12.8,7.3,3.3,4.3,Desloge,MO
11114,1600000US2934354,region.place,2013,31818.0,22411.0,48644.0,33598.0,26220.0,51563.0,51458.0,25652.0,22105.0,40691.0,10.9,12.8,6.2,15.6,15.9,18.1,6.5,11.0,3.0,Imperial,MO
11118,1600000US2910468,region.place,2013,31918.0,21296.0,33827.0,31080.0,26995.0,37981.0,31902.0,23721.0,24519.0,33226.0,1.3,19.3,4.3,31.2,21.7,12.9,5.0,2.3,2.0,California,MO
11120,1600000US2953102,region.place,2013,39486.0,27115.0,38027.0,30253.0,28902.0,48224.0,49900.0,23075.0,20729.0,37868.0,6.5,15.9,1.9,20.4,31.5,12.4,3.9,3.9,3.6,North Kansas City,MO
11122,1600000US2964424,region.place,2013,24443.0,20856.0,37628.0,32943.0,23587.0,34231.0,24712.0,25542.0,15329.0,32561.0,8.1,29.1,0.5,24.8,22.9,6.5,1.2,2.8,4.1,St. James,MO
11124,1600000US2912898,region.place,2013,29043.0,21222.0,39592.0,33064.0,26231.0,29663.0,45054.0,29116.0,11944.0,26078.0,3.5,16.0,3.0,34.2,25.9,10.4,2.6,2.7,1.7,Centralia,MO
11129,1600000US2932140,region.place,2013,34974.0,26691.0,43778.0,27451.0,27071.0,40107.0,40417.0,32279.0,11458.0,35500.0,8.9,12.1,1.0,15.5,32.7,17.8,5.6,3.5,2.9,High Ridge,MO
11143,1600000US2971368,region.place,2013,27241.0,24179.0,42974.0,35156.0,26551.0,34625.0,54750.0,28214.0,20700.0,26717.0,3.7,14.1,3.5,22.5,30.1,14.7,2.8,7.8,0.8,Sugar Creek,MO
11144,1600000US2916678,region.place,2013,46250.0,33588.0,73576.0,57431.0,43980.0,54330.0,62188.0,36477.0,40208.0,44960.0,0.2,4.4,1.2,10.0,18.4,17.2,10.8,18.0,19.8,Cottleville,MO
11151,1600000US2959186,region.place,2013,32813.0,25417.0,40139.0,29563.0,26795.0,55197.0,42857.0,26812.0,14000.0,31500.0,2.6,13.8,2.2,34.9,22.6,14.3,3.9,3.2,2.5,Portageville,MO
11156,1600000US2952076,region.place,2013,25833.0,19364.0,40744.0,30947.0,25175.0,44028.0,65139.0,23139.0,10243.0,23427.0,0.4,31.8,1.2,21.0,16.3,14.2,8.1,2.7,4.3,New Madrid,MO
11164,1600000US2916802,region.place,2013,32440.0,24928.0,49688.0,36063.0,28617.0,57000.0,72891.0,30125.0,27303.0,25893.0,2.4,16.7,0.9,24.1,18.4,11.0,8.0,8.2,10.3,Country Club,MO
11167,1600000US2949574,region.place,2013,25561.0,17799.0,43478.0,34620.0,25351.0,32381.0,52014.0,25324.0,19583.0,27865.0,4.5,18.9,5.6,24.1,22.1,13.8,5.0,2.1,3.9,Montgomery City,MO
11170,1600000US2938612,region.place,2013,34712.0,14625.0,29688.0,21333.0,18097.0,37744.0,29821.0,16324.0,9423.0,18983.0,6.0,29.0,1.1,22.1,20.0,7.9,1.7,7.1,5.1,Kimberling City,MO
11175,1600000US2954920,region.place,2013,30313.0,25028.0,41122.0,35238.0,30283.0,47645.0,43947.0,29607.0,22188.0,30521.0,3.8,20.1,0.9,23.6,25.6,11.2,4.1,5.4,5.3,Oronogo,MO
11190,1600000US2949394,region.place,2013,23725.0,19176.0,42177.0,32160.0,27450.0,48125.0,35417.0,24375.0,4290.0,32188.0,7.0,22.7,3.8,20.5,17.5,23.1,2.9,0.6,1.9,Monroe City,MO
11204,1600000US2948062,region.place,2013,28558.0,21250.0,37500.0,30833.0,26238.0,7321.0,70536.0,27444.0,31302.0,24196.0,3.2,16.7,2.2,39.1,24.3,4.0,2.0,3.5,5.0,Milan,MO
11217,1600000US2940826,region.place,2013,31944.0,23125.0,45729.0,36708.0,29167.0,38125.0,45833.0,29911.0,35966.0,36250.0,0.3,12.5,1.0,27.7,26.8,12.7,7.3,6.0,5.7,Lathrop,MO
11218,1600000US2939980,region.place,2013,42361.0,36023.0,65375.0,47308.0,39028.0,48125.0,44688.0,27153.0,11771.0,49286.0,2.5,4.4,1.4,11.5,26.5,20.2,6.7,15.5,11.3,Lake Lotawana,MO
11224,1600000US2937790,region.place,2013,23375.0,17361.0,35781.0,26286.0,22821.0,47917.0,24167.0,23750.0,13750.0,25438.0,6.3,33.3,0.6,21.6,22.1,6.5,2.1,4.8,2.7,Kahoka,MO
11241,1600000US2943238,region.place,2013,28333.0,25242.0,40323.0,31080.0,27028.0,40833.0,40208.0,26500.0,30313.0,33105.0,4.4,24.3,2.3,22.6,33.0,9.3,1.0,1.3,1.8,Linn,MO
11243,1600000US2920512,region.place,2013,31573.0,22321.0,39938.0,30000.0,26875.0,37143.0,36250.0,27794.0,24231.0,31635.0,8.2,13.2,3.3,23.1,28.3,16.0,3.4,0.9,3.6,Duquesne,MO
11245,1600000US2978856,region.place,2013,34940.0,26786.0,45156.0,34479.0,29774.0,41012.0,55357.0,28852.0,16875.0,33214.0,1.0,14.1,3.6,23.2,21.8,14.0,6.3,9.7,6.3,Weston,MO
11250,1600000US2923338,region.place,2013,26078.0,20625.0,39286.0,34265.0,24301.0,48750.0,39167.0,24958.0,33333.0,26042.0,8.1,29.2,1.4,17.1,22.3,14.7,3.4,1.8,2.0,Fair Grove,MO
11259,1600000US2965450,region.place,2013,22379.0,15750.0,40385.0,29063.0,20778.0,32500.0,36250.0,19792.0,10625.0,23359.0,7.9,25.4,6.5,18.0,20.6,4.8,4.3,8.9,3.6,Salisbury,MO
11260,1600000US2940088,region.place,2013,34205.0,21417.0,42292.0,32566.0,25089.0,31750.0,31094.0,21691.0,17143.0,33750.0,3.4,19.9,2.1,16.1,26.2,13.2,4.0,11.1,4.0,Lakeshire,MO
11295,1600000US2965990,region.place,2013,26571.0,21036.0,42143.0,28864.0,23250.0,30500.0,39375.0,27100.0,21667.0,20875.0,4.1,19.7,2.8,30.0,22.2,15.0,0.6,3.4,2.2,Sarcoxie,MO
11299,1600000US2942608,region.place,2013,32000.0,19833.0,35000.0,24779.0,23606.0,32188.0,40417.0,29688.0,17679.0,25139.0,7.1,18.4,2.6,25.2,27.1,8.3,1.5,8.3,1.5,Lincoln,MO
11309,1600000US2932068,region.place,2013,35313.0,27546.0,41607.0,37500.0,30795.0,39018.0,47083.0,22888.0,27083.0,41833.0,1.8,17.4,6.1,18.3,30.2,11.3,3.4,2.9,8.6,Highlandville,MO
11311,1600000US2920134,region.place,2013,32143.0,23750.0,47083.0,28462.0,26513.0,54583.0,44375.0,26447.0,17667.0,30357.0,3.8,14.5,2.8,22.1,14.2,12.5,5.5,16.6,8.0,Drexel,MO
11336,1600000US2938774,region.place,2013,30481.0,24821.0,36364.0,35152.0,29531.0,42708.0,45417.0,25625.0,17083.0,35563.0,3.8,24.3,0.3,22.0,24.9,13.8,5.6,4.7,0.6,King City,MO
11343,1600000US2905626,region.place,2013,26339.0,18472.0,33500.0,29000.0,22992.0,28333.0,33304.0,22222.0,45000.0,24375.0,6.0,27.6,1.0,28.9,17.9,6.6,1.7,9.3,1.0,Billings,MO
11351,1600000US2913978,region.place,2013,22417.0,17941.0,34083.0,30761.0,22368.0,34000.0,51667.0,22167.0,31042.0,30500.0,1.0,23.5,2.5,35.0,26.0,8.0,1.5,1.0,1.5,Clarence,MO
11369,1600000US2976012,region.place,2013,22500.0,16181.0,60833.0,30893.0,21771.0,38125.0,81607.0,21071.0,18750.0,31250.0,10.9,18.5,1.3,15.5,14.3,9.7,8.8,18.1,2.9,Viburnum,MO
11383,1600000US2921250,region.place,2013,36375.0,26250.0,47708.0,38611.0,30221.0,39583.0,50000.0,34375.0,4821.0,39318.0,7.5,4.4,8.8,14.9,36.4,14.9,3.5,6.1,3.5,Edgerton,MO
11429,1600000US2922474,region.place,2013,27222.0,20417.0,43482.0,33333.0,25703.0,26000.0,30000.0,25417.0,21563.0,42900.0,8.4,19.5,1.1,16.8,24.7,15.8,6.8,3.2,3.7,Eolia,MO
11439,1600000US2958916,region.place,2013,21111.0,16250.0,45417.0,42344.0,28906.0,10000.0,68750.0,33438.0,10804.0,38500.0,13.1,17.9,1.2,25.0,23.2,11.3,1.2,6.5,0.6,Polo,MO
11473,1600000US2953858,region.place,2013,34063.0,30074.0,46058.0,36250.0,30909.0,60000.0,64375.0,24167.0,45556.0,31923.0,6.3,8.2,1.3,23.9,25.8,19.5,2.5,9.4,3.1,Oakview,MO
11503,1600000US2949664,region.place,2013,29583.0,13750.0,41429.0,31563.0,27143.0,36875.0,39688.0,21786.0,5000.0,29844.0,0.8,9.6,5.6,28.8,28.0,14.4,5.6,3.2,4.0,Montrose,MO
11560,1600000US2972232,region.place,2013,21875.0,16477.0,22375.0,20813.0,19167.0,16250.0,40000.0,20515.0,27500.0,14167.0,9.0,40.0,8.0,19.0,14.0,5.0,2.0,1.0,2.0,Taneyville,MO
11571,1600000US2963902,region.place,2013,36250.0,17679.0,46250.0,37656.0,24423.0,45938.0,31250.0,24821.0,19375.0,27222.0,2.6,23.1,1.7,13.7,20.5,23.9,5.1,6.0,3.4,Saginaw,MO
11830,1600000US2855360,region.place,2013,26515.0,19433.0,45231.0,31678.0,24049.0,41619.0,51865.0,25552.0,16440.0,26986.0,6.3,22.6,2.5,16.3,20.8,13.5,4.7,5.3,8.0,Pascagoula,MS
11831,1600000US2808300,region.place,2013,45563.0,36056.0,52920.0,46050.0,39523.0,52068.0,62649.0,26160.0,32934.0,35854.0,5.3,9.6,1.5,13.4,20.8,16.8,7.3,12.4,12.9,Brandon,MS
11832,1600000US2854840,region.place,2013,32258.0,16338.0,39234.0,18964.0,17446.0,28792.0,51565.0,22559.0,12589.0,21841.0,3.3,21.9,6.2,21.1,14.5,9.9,5.2,7.6,10.3,Oxford,MS
11839,1600000US2841680,region.place,2013,33946.0,25925.0,45821.0,38687.0,31585.0,39951.0,56027.0,30339.0,33247.0,31335.0,2.7,12.4,2.3,22.0,25.0,12.8,7.3,7.8,7.7,Long Beach,MS
11841,1600000US2831780,region.place,2013,41271.0,31524.0,60325.0,53034.0,38866.0,48676.0,61451.0,31109.0,13908.0,44511.0,2.1,8.3,1.6,13.2,21.0,21.5,7.2,12.5,12.6,Hernando,MS
11845,1600000US2843280,region.place,2013,25352.0,16332.0,32331.0,26220.0,20773.0,45806.0,41735.0,20689.0,20512.0,25276.0,8.8,27.7,3.4,22.2,20.8,6.4,1.0,4.7,5.0,McComb,MS
11848,1600000US2810140,region.place,2013,34456.0,28903.0,43816.0,39246.0,32422.0,44960.0,44893.0,35146.0,23839.0,31951.0,4.5,14.2,0.7,21.1,30.8,15.4,2.4,7.3,3.6,Byram,MS
11849,1600000US2881520,region.place,2013,25825.0,12739.0,29497.0,23667.0,15825.0,41838.0,51343.0,17330.0,13134.0,18796.0,11.0,19.7,9.6,22.2,15.6,14.0,1.4,3.8,2.7,Yazoo City,MS
11851,1600000US2857160,region.place,2013,29033.0,19709.0,40608.0,30293.0,24113.0,44861.0,37917.0,19475.0,18958.0,29516.0,8.9,18.8,3.1,22.2,18.4,16.1,2.2,6.2,4.1,Picayune,MS
11854,1600000US2803980,region.place,2013,30255.0,22543.0,36493.0,31603.0,27141.0,41833.0,60417.0,23103.0,22258.0,27319.0,3.8,21.6,3.2,28.1,13.2,18.0,4.0,5.6,2.5,Bay St. Louis,MS
11855,1600000US2819180,region.place,2013,30255.0,21757.0,32077.0,29396.0,26557.0,42458.0,41701.0,22122.0,20642.0,31067.0,9.0,16.6,0.6,30.5,23.8,10.0,1.3,4.4,3.8,D'Iberville,MS
11858,1600000US2829620,region.place,2013,36801.0,29940.0,40610.0,31856.0,31314.0,39425.0,103523.0,25741.0,21731.0,31647.0,3.3,17.3,1.0,19.6,30.7,11.0,7.8,2.5,6.8,Gulf Hills,MS
11861,1600000US2825100,region.place,2013,41381.0,33768.0,51159.0,44101.0,38472.0,51098.0,46250.0,31544.0,19519.0,41940.0,1.6,6.7,0.8,19.7,30.4,15.3,7.9,8.8,8.8,Flowood,MS
11865,1600000US2803620,region.place,2013,36860.0,28006.0,44479.0,37602.0,32336.0,46745.0,52981.0,22333.0,9680.0,36346.0,0.7,12.8,1.2,19.5,29.7,10.1,14.4,4.6,7.0,Batesville,MS
11867,1600000US2801260,region.place,2013,27181.0,21420.0,39743.0,29317.0,24947.0,35625.0,44167.0,24688.0,23375.0,25643.0,2.7,18.9,2.9,31.2,22.9,10.1,4.7,4.4,2.2,Amory,MS
11869,1600000US2862400,region.place,2013,33742.0,23323.0,35292.0,29206.0,26334.0,44766.0,41848.0,20840.0,28842.0,31683.0,8.5,18.7,2.3,23.1,24.9,13.0,2.7,3.3,3.5,Richland,MS
11887,1600000US2880160,region.place,2013,27688.0,13889.0,33164.0,23566.0,17154.0,37768.0,50417.0,23750.0,9941.0,21731.0,6.0,25.8,0.9,22.8,25.7,8.8,3.9,5.1,1.0,Wiggins,MS
11909,1600000US2842440,region.place,2013,31118.0,17309.0,49583.0,20882.0,19161.0,54891.0,26250.0,20833.0,8924.0,22944.0,5.4,25.2,3.7,9.6,14.8,20.9,11.5,7.2,1.7,Lucedale,MS
11921,1600000US2861160,region.place,2013,36313.0,10577.0,37143.0,17750.0,14583.0,37734.0,47250.0,18750.0,12969.0,32375.0,8.0,22.8,0.8,12.8,19.0,12.8,2.5,16.8,4.5,Raymond,MS
11933,1600000US2878640,region.place,2013,32500.0,18370.0,50263.0,36607.0,24181.0,43929.0,60565.0,27266.0,30341.0,27727.0,2.9,13.1,6.1,18.2,20.2,20.2,7.3,2.4,9.6,Wesson,MS
11934,1600000US2844680,region.place,2013,20469.0,17035.0,27188.0,18864.0,18175.0,30938.0,43438.0,19267.0,7917.0,19925.0,6.3,46.1,0.9,16.6,15.0,6.0,1.8,5.1,2.2,Magnolia,MS
11936,1600000US2804060,region.place,2013,23906.0,20588.0,33864.0,29444.0,24934.0,63125.0,86071.0,27000.0,17031.0,27578.0,8.9,24.4,4.2,26.8,11.3,8.7,3.6,5.4,6.7,Bay Springs,MS
11960,1600000US2810580,region.place,2013,26023.0,17500.0,31250.0,26250.0,21544.0,43333.0,40781.0,17031.0,22115.0,21761.0,8.7,22.9,3.6,27.8,19.8,9.4,2.2,1.0,4.6,Calhoun City,MS
11963,1600000US2872400,region.place,2013,26406.0,21563.0,41165.0,36382.0,29722.0,34500.0,34327.0,27000.0,20833.0,35395.0,7.0,20.9,6.0,16.7,16.7,15.1,8.5,6.2,2.9,Taylorsville,MS
11968,1600000US2860840,region.place,2013,28167.0,20625.0,41563.0,27188.0,23482.0,39219.0,55833.0,18594.0,18375.0,26458.0,2.0,29.4,2.3,19.8,19.5,12.2,4.1,5.5,5.2,Raleigh,MS
11973,1600000US2871560,region.place,2013,33333.0,21509.0,49342.0,39543.0,30119.0,44250.0,48750.0,22955.0,12250.0,33958.0,1.9,12.5,4.7,17.9,23.9,23.1,5.0,5.2,5.8,Sumrall,MS
11996,1600000US2872680,region.place,2013,35882.0,31176.0,32266.0,30446.0,30847.0,48750.0,57734.0,30208.0,4375.0,27727.0,3.0,24.0,2.1,20.0,25.1,12.1,2.5,10.4,0.8,Terry,MS
12038,1600000US2840640,region.place,2013,15385.0,14451.0,30114.0,18462.0,16202.0,32000.0,33214.0,16694.0,12083.0,14784.0,22.0,27.3,7.5,17.6,10.6,4.0,0.9,8.8,1.3,Liberty,MS
12083,1600000US2846720,region.place,2013,35865.0,26635.0,41382.0,41053.0,31591.0,36094.0,53906.0,28750.0,18224.0,36250.0,4.0,13.0,3.5,20.5,27.5,11.5,2.5,6.5,11.0,Merigold,MS
12181,1600000US3040075,region.place,2013,29224.0,21898.0,39510.0,27551.0,23789.0,37047.0,49494.0,23883.0,20052.0,27963.0,4.1,22.3,2.4,23.3,22.2,12.9,4.8,3.7,4.3,Kalispell,MT
12184,1600000US3049525,region.place,2013,27339.0,20157.0,36733.0,29186.0,23302.0,39120.0,54306.0,23772.0,13269.0,23870.0,4.7,24.8,4.1,20.9,21.2,11.1,5.4,3.5,4.3,Miles City,MT
12187,1600000US3004975,region.place,2013,27816.0,23958.0,36620.0,30831.0,26162.0,36793.0,45703.0,26469.0,26467.0,27010.0,4.2,15.6,4.4,35.0,24.4,9.8,2.4,1.9,2.3,Belgrade,MT
12189,1600000US3042700,region.place,2013,24950.0,20288.0,43698.0,39045.0,26327.0,37188.0,37717.0,29708.0,30288.0,24000.0,5.7,23.5,1.4,19.6,26.2,11.3,5.3,4.7,2.3,Laurel,MT
12192,1600000US3025075,region.place,2013,21798.0,17382.0,39345.0,28632.0,21344.0,35405.0,6023.0,25697.0,20862.0,23948.0,8.2,26.4,0.2,28.4,17.3,9.8,4.4,3.0,2.3,Evergreen,MT
12194,1600000US3067900,region.place,2013,26652.0,19583.0,52221.0,35561.0,26497.0,35491.0,57969.0,29968.0,20665.0,26667.0,3.8,18.0,3.5,23.7,8.9,12.5,10.4,9.6,9.6,Sidney,MT
12196,1600000US3031450,region.place,2013,25582.0,19415.0,47402.0,33149.0,23246.0,47500.0,52000.0,27013.0,15338.0,24948.0,10.0,20.1,1.3,15.7,16.5,17.1,4.5,10.8,4.0,Glendive,MT
12203,1600000US3035631,region.place,2013,39352.0,32222.0,46472.0,39392.0,35082.0,48214.0,46203.0,28056.0,21875.0,34955.0,1.2,6.8,1.6,24.8,32.1,19.5,5.0,7.8,1.2,Helena Valley Northwest,MT
12207,1600000US3028862,region.place,2013,36696.0,20769.0,60000.0,50274.0,32328.0,35114.0,71000.0,32361.0,18500.0,31346.0,4.2,6.7,1.3,21.8,18.2,14.6,11.0,5.7,16.5,Four Corners,MT
12212,1600000US3081475,region.place,2013,35958.0,30344.0,31774.0,30016.0,30128.0,42031.0,38750.0,30457.0,21083.0,30811.0,5.1,18.7,1.7,29.4,30.8,7.4,1.8,3.4,1.7,Wolf Point,MT
12217,1600000US3023200,region.place,2013,28362.0,17487.0,32300.0,24797.0,22876.0,33281.0,46250.0,23237.0,21250.0,29016.0,5.2,27.0,5.2,22.2,23.7,10.3,2.7,3.6,0.1,East Missoula,MT
12229,1600000US3074575,region.place,2013,27988.0,20508.0,42130.0,24219.0,21671.0,37857.0,70438.0,21500.0,30724.0,22091.0,3.6,19.5,0.2,26.1,21.5,12.5,7.6,4.0,5.0,Townsend,MT
12231,1600000US3064525,region.place,2013,24417.0,13527.0,49231.0,40515.0,26379.0,39519.0,55208.0,31696.0,26319.0,22188.0,4.9,16.7,4.7,18.1,22.8,11.8,5.5,9.2,6.3,Roundup,MT
12235,1600000US3047425,region.place,2013,29643.0,24438.0,44662.0,37115.0,27219.0,33750.0,53036.0,24130.0,14605.0,32303.0,4.9,19.6,4.0,16.0,31.1,13.1,3.4,2.0,5.9,Malta,MT
12243,1600000US3079525,region.place,2013,25563.0,17813.0,28903.0,27500.0,25404.0,36667.0,39063.0,27527.0,19514.0,25022.0,10.0,17.2,4.3,38.4,14.7,7.6,0.5,2.1,5.2,West Yellowstone,MT
12261,1600000US3035622,region.place,2013,48229.0,30398.0,54050.0,39167.0,33661.0,46354.0,73750.0,25379.0,25938.0,39375.0,3.8,12.3,0.9,11.4,22.1,17.7,12.3,8.8,10.7,Helena Flats,MT
12266,1600000US3077650,region.place,2013,32614.0,18947.0,46250.0,24653.0,21955.0,32542.0,61250.0,17212.0,57685.0,21397.0,8.0,18.8,0.8,29.6,11.6,18.4,2.0,6.4,4.4,Walkerville,MT
12283,1600000US3076675,region.place,2013,25357.0,19286.0,38750.0,31295.0,23628.0,44063.0,40000.0,22000.0,4922.0,24375.0,1.3,30.0,3.5,22.2,15.2,6.1,11.7,2.6,7.4,Vaughn,MT
12540,1600000US3755000,region.place,2013,41310.0,29341.0,50249.0,35602.0,31814.0,46939.0,62772.0,25441.0,16255.0,32011.0,4.2,12.5,1.6,16.6,21.0,14.8,6.1,9.8,13.4,Raleigh,NC
12542,1600000US3719000,region.place,2013,43114.0,28651.0,46542.0,30899.0,30027.0,43877.0,56872.0,24144.0,16271.0,30426.0,3.3,14.4,1.6,16.5,21.6,14.9,5.7,10.1,11.9,Durham,NC
12543,1600000US3775000,region.place,2013,34303.0,22876.0,42048.0,27998.0,25552.0,43295.0,58510.0,23622.0,16229.0,28123.0,5.3,18.3,2.1,20.4,20.2,12.9,5.1,6.3,9.4,Winston-Salem,NC
12545,1600000US3710740,region.place,2013,53247.0,37601.0,79837.0,62305.0,47055.0,61622.0,85799.0,27910.0,17938.0,37596.0,2.3,7.8,0.8,10.3,15.0,13.1,7.3,14.3,29.1,Cary,NC
12555,1600000US3709060,region.place,2013,31635.0,22788.0,36970.0,28738.0,25572.0,41544.0,56601.0,24053.0,18543.0,27656.0,4.4,21.8,1.8,24.5,18.4,12.1,3.5,7.4,6.1,Burlington,NC
12558,1600000US3735200,region.place,2013,33221.0,23352.0,40867.0,32883.0,27435.0,41443.0,52023.0,25288.0,21257.0,31692.0,5.9,18.9,1.5,19.9,24.1,15.7,3.2,5.3,5.5,Kannapolis,NC
12562,1600000US3733560,region.place,2013,42437.0,27166.0,49550.0,44072.0,37090.0,47854.0,52295.0,32804.0,21036.0,36645.0,2.2,9.3,0.6,16.7,28.7,16.8,6.0,10.7,9.0,Indian Trail,NC
12564,1600000US3758860,region.place,2013,30606.0,19497.0,34418.0,24641.0,21520.0,36663.0,54242.0,21907.0,16808.0,23657.0,7.1,23.1,3.1,22.5,18.4,11.3,3.7,6.0,4.8,Salisbury,NC
12566,1600000US3770540,region.place,2013,48452.0,32470.0,69188.0,50821.0,40894.0,51990.0,68908.0,33750.0,23239.0,38293.0,3.0,6.0,1.5,10.8,20.3,15.1,8.3,14.6,20.4,Wake Forest,NC
12572,1600000US3732260,region.place,2013,45807.0,36468.0,71695.0,61280.0,46433.0,53379.0,71538.0,32016.0,9265.0,42478.0,2.1,6.9,1.0,9.4,19.4,17.5,7.4,15.2,21.1,Holly Springs,NC
12573,1600000US3714700,region.place,2013,49579.0,37478.0,73681.0,58051.0,45357.0,65493.0,89082.0,31314.0,15733.0,44547.0,2.2,8.9,1.6,10.7,16.4,15.4,6.2,14.1,24.5,Cornelius,NC
12575,1600000US3764740,region.place,2013,30088.0,21494.0,41292.0,26711.0,23872.0,37436.0,51324.0,25549.0,16954.0,28071.0,5.3,20.7,1.1,22.1,23.4,10.6,4.2,6.4,6.2,Statesville,NC
12578,1600000US3739700,region.place,2013,30234.0,22138.0,35603.0,24432.0,22948.0,42707.0,57423.0,21392.0,18759.0,22135.0,4.2,26.0,2.3,21.9,18.9,11.7,2.1,6.5,6.4,Lumberton,NC
12580,1600000US3730120,region.place,2013,30114.0,18923.0,31201.0,27383.0,25022.0,42105.0,71615.0,30208.0,14583.0,32461.0,4.3,28.5,2.4,23.2,22.2,11.5,3.4,3.4,1.1,Havelock,NC
12583,1600000US3744520,region.place,2013,47591.0,37271.0,79368.0,67410.0,48681.0,55775.0,80824.0,34531.0,26458.0,39740.0,1.7,4.9,0.6,11.9,19.1,14.1,7.3,17.3,23.1,Morrisville,NC
12593,1600000US3737220,region.place,2013,30240.0,19465.0,43095.0,28942.0,22408.0,43287.0,49450.0,22235.0,17788.0,25528.0,4.3,21.6,3.5,22.0,22.4,12.1,6.0,4.0,4.1,Laurinburg,NC
12594,1600000US3756900,region.place,2013,31207.0,23750.0,40250.0,31838.0,27265.0,36127.0,47554.0,27214.0,17727.0,28247.0,6.4,17.8,0.6,24.2,24.2,15.3,3.1,3.9,4.5,Roanoke Rapids,NC
12599,1600000US3737680,region.place,2013,34042.0,29443.0,53770.0,41110.0,34136.0,39763.0,54107.0,27891.0,28828.0,33386.0,1.4,13.7,0.4,21.1,19.5,12.9,6.2,11.2,13.6,Leland,NC
12608,1600000US3729800,region.place,2013,46020.0,30813.0,62303.0,46173.0,40513.0,63750.0,67639.0,31474.0,40580.0,40404.0,2.5,6.4,0.5,16.0,20.3,17.5,7.8,12.4,16.6,Harrisburg,NC
12611,1600000US3763120,region.place,2013,37736.0,20970.0,49518.0,34892.0,28552.0,34813.0,85096.0,26486.0,16348.0,32975.0,4.9,14.4,2.2,21.8,13.3,10.1,7.0,7.9,18.4,Southern Pines,NC
12614,1600000US3766700,region.place,2013,35862.0,27175.0,35901.0,25757.0,26656.0,45150.0,56118.0,26538.0,16380.0,31286.0,3.7,24.6,0.3,19.6,25.1,14.6,4.8,4.3,3.0,Tarboro,NC
12616,1600000US3762520,region.place,2013,30667.0,18949.0,34341.0,24004.0,22017.0,37957.0,50428.0,21458.0,18043.0,25383.0,5.6,32.8,2.6,13.4,18.1,10.3,5.5,6.2,5.5,Smithfield,NC
12617,1600000US3716400,region.place,2013,57841.0,15351.0,99875.0,50820.0,32458.0,75231.0,91890.0,31891.0,25781.0,24063.0,0.8,4.3,1.6,8.4,15.7,8.2,4.6,15.5,40.9,Davidson,NC
12623,1600000US3771460,region.place,2013,35996.0,25184.0,73634.0,56494.0,39503.0,50206.0,54151.0,32434.0,9321.0,38409.0,1.8,10.7,0.8,12.2,15.6,14.5,7.2,18.8,18.4,Waxhaw,NC
12625,1600000US3771220,region.place,2013,33764.0,22850.0,42028.0,28483.0,25635.0,36573.0,42969.0,21674.0,11412.0,25909.0,9.7,14.8,1.5,21.7,27.9,8.2,7.7,4.6,3.9,Washington,NC
12636,1600000US3745840,region.place,2013,37530.0,31776.0,59486.0,42862.0,34283.0,41215.0,64896.0,30516.0,25000.0,38117.0,2.0,9.2,1.3,20.0,20.5,13.7,12.1,7.3,13.9,Myrtle Grove,NC
12640,1600000US3761860,region.place,2013,24877.0,17211.0,27732.0,17273.0,17248.0,27885.0,34840.0,16096.0,16123.0,29162.0,12.5,33.8,3.4,23.1,14.7,5.7,1.7,3.1,2.0,Siler City,NC
12641,1600000US3741420,region.place,2013,34651.0,18306.0,42074.0,20845.0,19610.0,43056.0,74911.0,15761.0,13480.0,23682.0,4.9,14.3,2.0,18.2,34.5,12.1,2.1,4.7,7.2,Marion,NC
12642,1600000US3706140,region.place,2013,30156.0,19357.0,37144.0,22542.0,20802.0,23125.0,27115.0,22439.0,12994.0,26629.0,7.5,19.4,2.1,18.8,27.1,12.6,4.5,1.6,6.4,Black Mountain,NC
12654,1600000US3735720,region.place,2013,42729.0,28293.0,38487.0,31321.0,30328.0,35191.0,44760.0,29629.0,12024.0,32675.0,3.6,14.3,3.5,19.4,33.3,9.7,3.9,6.1,6.2,Kill Devil Hills,NC
