,zpid,cityid,counties,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,latitude,longitude,yearbuilt,amount,zipcode,units,airconditiontype,heatsystemtype,buildingquality,pools
230,11180080,Northridge,Los Angeles,4,5,4,4300,11012,34281695,-118532645,1986,671058,96356,1,1,2,4,1
231,11180303,Northridge,Los Angeles,3,4,3,3191,17446,34288979,-118534469,1984,489149,96356,1,1,2,4,1
232,11180464,Northridge,Los Angeles,3,4,3,2035,7856,34280970,-118541464,1972,489257,96356,1,1,2,4,0
233,11180587,Northridge,Los Angeles,2,3,2,1429,7668,34281412,-118541094,1972,412516,96356,1,1,2,7,0
234,11180687,Northridge,Los Angeles,2,3,2,1685,11551,34278549,-118537460,1973,115179,96356,1,1,2,7,0
235,11180910,Northridge,Los Angeles,3,5,3,2410,10940,34276066,-118538480,1965,693585,96356,1,1,2,4,1
236,11181056,Northridge,Los Angeles,3,4,3,2597,20664,34289413,-118549704,1976,231757,96356,1,1,2,4,1
237,11181754,Palmdale,Los Angeles,2,3,2,2304,134079,34627974,-118197605,1983,310532,97329,1,1,2,7,0
238,11182400,Palmdale,Los Angeles,2,3,2,1798,9774,34622333,-118212170,1986,172380,97329,1,1,2,7,0
239,11182500,Palmdale,Los Angeles,2,3,2,1732,7471,34622958,-118215928,1987,187504,97329,1,1,2,7,0
240,11182769,Palmdale,Los Angeles,3,5,3,2415,6621,34612725,-118187174,1989,251364,97329,1,1,2,4,0
241,11182869,Palmdale,Los Angeles,3,3,3,2098,6635,34611923,-118188334,1994,294000,97329,1,1,2,4,1
242,11183061,Palmdale,Los Angeles,2,3,2,1494,7622,34617154,-118215601,1989,58088,97329,1,1,2,4,0
243,11183476,Palmdale,Los Angeles,2,3,2,1600,7127,34607414,-118182756,1991,159586,97329,1,1,2,4,0
244,11184045,Palmdale,Los Angeles,3,4,3,2602,7016,34618732,-118185440,1990,233610,97329,1,1,2,4,0
245,11184145,Palmdale,Los Angeles,2,3,2,1578,6583,34617957,-118206205,1990,231000,97329,1,1,2,4,0
246,11184245,Palmdale,Los Angeles,3,4,3,2371,7586,34616134,-118185743,1992,283911,97329,1,1,2,4,1
247,11186936,Palmdale,Los Angeles,2,3,2,1673,7442,34612596,-118184808,1992,58900,97329,1,1,2,4,0
248,11184300,Palmdale,Los Angeles,2,3,2,2019,7749,34610367,-118185074,1990,258200,97329,1,1,2,4,1
249,11184400,Palmdale,Los Angeles,3,3,3,2175,14958,34625797,-118216310,1990,275875,97329,1,1,2,4,1
251,11185014,Palmdale,Los Angeles,2,3,2,2044,20041,34623911,-118231508,1997,358611,97329,1,1,2,4,1
252,11187392,Palmdale,Los Angeles,2,3,2,1590,7447,34601364,-118151890,1957,181556,97329,1,0,2,7,0
253,11188167,Palmdale,Los Angeles,2,3,2,1312,7128,34593447,-118154862,1977,193795,97329,1,1,2,7,0
254,11188190,Palmdale,Los Angeles,2,4,2,1317,10894,34596849,-118148637,1980,127050,97329,1,1,2,7,0
255,11188290,Palmdale,Los Angeles,3,3,3,1272,98564,34596200,-118148000,1993,108992,97329,1,1,2,7,1
256,11188474,Palmdale,Los Angeles,2,3,2,1457,7540,34601442,-118167168,1987,185636,97329,1,1,2,4,0
257,11188597,Palmdale,Los Angeles,2,3,2,1280,6825,34598142,-118168144,1989,191000,97329,1,1,2,4,0
258,11188697,Palmdale,Los Angeles,3,4,3,2302,7097,34596049,-118166802,1989,198566,97329,1,1,2,4,1
259,11188893,Palmdale,Los Angeles,3,4,3,2287,7593,34601671,-118191315,1989,185984,97329,1,1,2,4,0
260,11188993,Palmdale,Los Angeles,3,4,3,2287,8018,34601654,-118188240,1989,201432,97329,1,1,2,4,0
261,11189093,Palmdale,Los Angeles,3,4,3,2287,7024,34600480,-118185666,1989,210995,97329,1,1,2,4,0
262,11189516,Palmdale,Los Angeles,3,5,3,2021,8169,34600255,-118158860,1988,275000,97329,1,1,2,4,1
263,11189739,Palmdale,Los Angeles,3,3,3,2212,6952,34599633,-118180875,1989,228955,97329,1,1,2,4,0
264,11189839,Palmdale,Los Angeles,3,5,3,2431,7046,34589719,-118161620,1990,236394,97329,1,1,2,4,1
265,11189923,Palmdale,Los Angeles,3,3,3,2021,7484,34588609,-118175627,1990,245000,97329,1,1,2,4,0
266,11190023,Palmdale,Los Angeles,3,4,3,2368,9558,34600061,-118177331,1990,278500,97329,1,1,2,4,0
267,11190123,Palmdale,Los Angeles,2,4,2,2112,7014,34600822,-118163340,1990,193321,97329,1,1,2,4,0
268,11190307,Palmdale,Los Angeles,2,3,2,1374,7236,34599771,-118174274,1995,166766,97329,1,1,2,4,0
269,11190407,Palmdale,Los Angeles,2,4,2,2057,8328,34598912,-118161945,2003,189746,97329,1,1,2,4,0
270,11190507,Palmdale,Los Angeles,3,5,3,2846,7108,34595039,-118172107,1998,202728,97329,1,1,2,4,0
271,11191913,Palmdale,Los Angeles,2,3,2,1980,10554,34586362,-118149883,1956,184000,97329,1,1,2,7,0
272,11192013,Palmdale,Los Angeles,2,4,2,2149,7622,34585608,-118151148,1957,60739,97329,1,0,2,7,0
273,11192113,Palmdale,Los Angeles,3,4,3,2098,9358,34580792,-118153063,1995,194374,97329,1,1,2,4,0
274,11192263,Palmdale,Los Angeles,2,3,2,1505,7811,34578982,-118138412,1980,229000,97329,1,1,2,4,0
275,11192386,Palmdale,Los Angeles,2,3,2,1772,7179,34577059,-118141855,1981,214492,97329,1,1,2,4,0
276,11192493,Palmdale,Los Angeles,2,3,2,1290,6010,34572985,-118138149,1986,150566,97329,1,1,2,7,0
277,11192616,Palmdale,Los Angeles,2,3,2,1759,8758,34576248,-118133233,1989,186823,97329,1,1,2,4,0
278,11193146,Palmdale,Los Angeles,2,4,2,2452,6987,34578834,-118143368,2001,243000,97329,1,1,2,4,0
279,11193892,Palmdale,Los Angeles,1,2,1,728,110747,34612430,-118150736,1951,183000,97329,1,0,7,7,0
280,11194343,Palmdale,Los Angeles,3,3,3,2342,8452,34604564,-118140751,1965,271000,97329,1,1,2,4,0
281,11194681,Palmdale,Los Angeles,2,3,2,1451,256276,34610765,-118130880,1981,185000,97329,1,1,2,4,0
282,11195207,Palmdale,Los Angeles,1,2,1,996,8185,34589533,-118121052,1951,74958,97328,1,0,7,7,0
283,11195390,Palmdale,Los Angeles,2,3,2,1120,8113,34590402,-118128043,1955,118853,97328,1,0,2,7,0
284,11195572,Palmdale,Los Angeles,1,2,1,804,6898,34600178,-118126804,1957,62318,97328,1,0,7,7,0
285,11195694,Palmdale,Los Angeles,3,3,3,1475,321292,34612014,-118128014,1992,134248,97328,1,1,2,7,1
286,11195927,Palmdale,Los Angeles,2,3,2,1280,6929,34584446,-118128435,1985,151000,97328,1,1,2,7,0
287,11196552,Palmdale,Los Angeles,2,4,2,1498,10745,34583474,-118128035,1968,153000,97328,1,1,2,7,0
288,11197457,Palmdale,Los Angeles,2,4,2,1344,9736,34567306,-118123395,1955,95901,97328,1,0,7,7,0
289,11197557,Palmdale,Los Angeles,2,3,2,1320,6944,34565457,-118123105,1951,97810,97328,1,0,7,7,0
290,11197657,Palmdale,Los Angeles,2,3,2,1453,7478,34562661,-118123012,1969,158000,97328,1,1,2,7,0
291,11198012,Palmdale,Los Angeles,3,3,3,1557,6642,34569259,-118126683,1984,194128,97328,1,1,2,7,0
292,11198112,Palmdale,Los Angeles,2,3,2,1206,6574,34567785,-118131003,1987,122229,97328,1,1,2,7,0
293,11198258,Palmdale,Los Angeles,2,3,2,1509,6439,34564790,-118117766,1988,183000,97328,1,1,2,4,0
294,11198358,Palmdale,Los Angeles,2,3,2,1229,10524,34561525,-118118675,1988,144991,97328,1,1,2,4,0
295,11198665,Palmdale,Los Angeles,2,3,2,1097,6954,34567698,-118106253,1957,136000,97328,1,0,7,7,0
296,11198834,Palmdale,Los Angeles,2,3,2,1608,8190,34569653,-118106221,1954,150800,97328,1,0,7,7,0
297,11198934,Palmdale,Los Angeles,2,4,2,1150,7912,34571829,-118099538,1954,36467,97328,1,0,7,7,0
298,11199217,Palmdale,Los Angeles,2,3,2,1134,6926,34570018,-118093349,1983,127537,97328,1,1,2,7,0
299,11199317,Palmdale,Los Angeles,2,3,2,1360,7042,34564248,-118095038,1984,153648,97328,1,1,2,7,0
300,11199609,Palmdale,Los Angeles,2,3,2,1710,7792,34563075,-118095431,1985,185485,97328,1,1,2,7,0
301,11199709,Palmdale,Los Angeles,2,3,2,1085,7135,34560960,-118097521,1986,107102,97328,1,1,2,4,0
302,11200001,Palmdale,Los Angeles,3,3,3,1452,6627,34562671,-118098950,1987,135930,97328,1,1,2,4,0
303,11200170,Palmdale,Los Angeles,3,4,3,2100,10331,34566701,-118100568,1989,193800,97328,1,1,2,4,1
304,11200316,Palmdale,Los Angeles,3,3,3,2059,8048,34562128,-118104486,1991,169059,97328,1,1,2,4,0
305,11200680,Palmdale,Los Angeles,2,3,2,1562,7268,34576879,-118103472,1987,106553,97328,1,1,2,7,0
306,11200831,Palmdale,Los Angeles,1,2,1,900,6170,34578645,-118100350,1952,68745,97328,1,0,7,7,0
307,11201115,Palmdale,Los Angeles,1,3,1,1138,6423,34577011,-118093581,1954,42113,97328,1,0,7,7,0
308,11201548,Palmdale,Los Angeles,2,3,2,1454,12763,34582091,-118106329,1957,107400,97328,1,0,7,4,0
309,11201874,Palmdale,Los Angeles,1,3,1,1014,6521,34581775,-118095538,1954,121000,97328,1,0,7,7,0
310,11201973,Palmdale,Los Angeles,1,3,1,983,6203,34585888,-118093016,1953,124000,97328,1,0,7,7,0
311,11202165,Palmdale,Los Angeles,2,3,2,1400,8346,34582620,-118092537,1955,73771,97328,1,0,7,7,0
312,11202530,Palmdale,Los Angeles,3,4,3,2034,7459,34584030,-118076914,1987,189615,97328,1,1,2,7,0
313,11202748,Palmdale,Los Angeles,2,3,2,1311,1457,34583600,-118089000,1987,37887,97328,1,1,2,7,0
314,11202871,Palmdale,Los Angeles,3,4,3,2000,7027,34573039,-118082167,1989,160844,97328,1,1,2,4,0
315,11203469,Palmdale,Los Angeles,2,3,2,1481,6971,34572063,-118081734,1965,153780,97328,1,1,2,7,0
316,11203638,Palmdale,Los Angeles,2,3,2,1148,7139,34568071,-118080400,1969,155500,97328,1,1,2,7,0
317,11203738,Palmdale,Los Angeles,2,3,2,1100,4095,34565974,-118076838,1973,123000,97328,1,1,2,7,0
318,11203938,Palmdale,Los Angeles,2,3,2,1248,7212,34559639,-118075728,1983,96600,97328,1,1,2,7,0
319,11204061,Palmdale,Los Angeles,3,3,3,1522,4554,34567117,-118087598,1988,157000,97328,1,1,2,4,0
320,11204107,Palmdale,Los Angeles,2,3,2,1482,4671,34567711,-118091698,1985,150500,97328,1,1,2,7,0
321,11204276,Palmdale,Los Angeles,3,3,3,1632,8519,34564877,-118089960,1985,112500,97328,1,1,2,7,0
322,11204376,Palmdale,Los Angeles,3,3,3,1995,11360,34562375,-118090760,1985,199115,97328,1,1,2,7,0
323,11204883,Palmdale,Los Angeles,2,3,2,1134,7786,34561653,-118090794,1986,118617,97328,1,1,2,7,0
324,11204906,Palmdale,Los Angeles,3,3,3,2052,7656,34562811,-118087212,1986,208467,97328,1,1,2,4,0
325,11205577,Palmdale,Los Angeles,2,2,2,1320,4494,34564852,-118062196,1983,163196,97328,1,1,2,7,0
326,11205700,Palmdale,Los Angeles,2,3,2,1158,8617,34567562,-118074023,1985,161500,97328,1,1,2,7,0
327,11206023,Palmdale,Los Angeles,2,2,2,1101,5476,34566360,-118067254,1984,107036,97328,1,1,2,7,0
328,11206269,Palmdale,Los Angeles,2,2,2,1065,6703,34561366,-118062673,1986,119388,97328,1,1,2,7,0
329,11206761,Palmdale,Los Angeles,2,4,2,1498,6841,34566822,-118061686,1988,104809,97328,1,1,2,7,0
330,11206861,Palmdale,Los Angeles,2,3,2,1692,7062,34560720,-118059593,1988,150001,97328,1,1,2,7,0
331,11206961,Palmdale,Los Angeles,3,4,3,2153,7335,34577207,-118068364,1990,144990,97328,1,1,2,4,0
332,11207084,Palmdale,Los Angeles,3,5,3,2108,6989,34571619,-118070151,1998,180997,97328,1,1,2,4,0
333,11207184,Palmdale,Los Angeles,2,4,2,1980,14120,34569688,-118074869,1998,29159,97328,1,1,2,4,0
334,11207825,Palmdale,Los Angeles,2,3,2,1041,7047,34585331,-118064749,1956,60266,97328,1,0,7,7,0
335,11208094,Palmdale,Los Angeles,1,3,1,1064,7199,34582520,-118069182,1955,53695,97328,1,0,7,7,0
336,11208163,Palmdale,Los Angeles,2,3,2,1141,7797,34581471,-118070182,1956,67767,97328,1,0,2,7,0
337,11208286,Palmdale,Los Angeles,1,3,1,916,6088,34583515,-118073757,1954,83990,97328,1,0,7,7,0
338,11208977,Palmdale,Los Angeles,2,2,2,1412,5783,34587473,-118115225,1953,140246,97328,2,0,2,7,0
339,11209327,Palmdale,Los Angeles,3,3,3,1733,7138,34567718,-118041262,1989,148567,97330,1,1,2,4,1
340,11209664,Palmdale,Los Angeles,2,3,2,1198,7816,34559020,-118032153,1984,150078,97330,1,1,2,7,1
341,11210062,Palmdale,Los Angeles,3,3,3,1793,7921,34560405,-118053217,1988,166011,97330,1,1,2,4,0
342,11210162,Palmdale,Los Angeles,3,3,3,1969,7179,34566303,-118042220,1986,135643,97330,1,1,2,4,0
343,11210408,Palmdale,Los Angeles,2,3,2,1136,7058,34568225,-118046327,1986,102854,97330,1,1,2,4,0
344,11210508,Palmdale,Los Angeles,2,3,2,1402,8110,34569270,-118039960,1986,144990,97330,1,1,2,7,0
345,11210531,Palmdale,Los Angeles,2,3,2,1406,6593,34566641,-118040430,1984,140819,97330,1,1,2,4,0
346,11210731,Palmdale,Los Angeles,2,3,2,1668,11436,34564413,-118050148,1987,186777,97330,1,1,2,7,0
347,11210900,Palmdale,Los Angeles,2,3,2,1404,7212,34569524,-118038766,1987,151903,97330,1,1,2,7,0
348,11211092,Palmdale,Los Angeles,2,3,2,1592,6586,34568583,-118034635,1988,157233,97330,1,1,2,4,0
349,11211192,Palmdale,Los Angeles,2,4,2,1650,7011,34562499,-118050802,1988,187502,97330,1,1,2,4,0
350,11211707,Palmdale,Los Angeles,3,3,3,2018,6594,34563546,-118032558,1989,213000,97330,1,1,2,4,0
351,11211930,Palmdale,Los Angeles,2,3,2,1150,7156,34574135,-118056987,1988,156000,97330,1,1,2,7,0
352,11212176,Palmdale,Los Angeles,2,2,2,1362,6604,34564314,-118026629,1998,114959,97330,1,1,2,4,0
353,11212276,Palmdale,Los Angeles,2,3,2,1343,6857,34564329,-118030024,1997,120002,97330,1,1,2,7,0
354,11212451,Palmdale,Los Angeles,3,4,3,1780,6974,34567735,-118026613,1990,208500,97330,1,1,2,4,0
355,11212551,Palmdale,Los Angeles,3,4,3,1921,7988,34571172,-118025998,1990,178022,97330,1,1,2,4,0
356,11212651,Palmdale,Los Angeles,2,3,2,1281,8513,34570924,-118039038,1989,131563,97330,1,1,2,4,0
357,11212974,Palmdale,Los Angeles,2,3,2,1549,7011,34574579,-118053299,1990,192799,97330,1,1,2,7,0
358,11213174,Palmdale,Los Angeles,3,3,3,1339,271458,34572200,-118053000,1989,136800,97330,1,1,2,4,0
359,11213274,Palmdale,Los Angeles,2,3,2,1631,7030,34559561,-118048049,1989,135395,97330,1,1,2,4,0
360,11213581,Palmdale,Los Angeles,3,6,3,3319,7041,34560283,-118027452,2000,238937,97330,1,1,2,4,0
361,11213904,Palmdale,Los Angeles,2,3,2,1490,6559,34574495,-118048833,1995,191000,97330,1,1,2,7,0
362,11214004,Palmdale,Los Angeles,3,4,3,2323,7393,34564997,-118023657,1990,219000,97330,1,1,2,4,0
363,11214104,Palmdale,Los Angeles,2,3,2,1524,7799,34574906,-118032588,1990,162240,97330,1,1,2,7,0
364,11214242,Palmdale,Los Angeles,3,4,3,2042,7578,34558691,-118040155,1994,219000,97330,1,1,2,4,0
365,11215790,Palmdale,Los Angeles,2,4,2,1579,7007,34560253,-118018800,1994,185000,97330,1,1,2,4,0
366,11218080,Palmdale,Los Angeles,2,4,2,1644,52744,34581809,-117972283,1957,74999,97330,2,0,2,7,0
367,11218661,Palmdale,Los Angeles,1,3,1,1210,54831,34582297,-117961278,1984,65512,97344,1,1,2,7,0
368,11219331,Palmdale,Los Angeles,2,4,2,2568,229813,34578074,-117866146,1972,154568,97344,1,0,7,7,0
369,11219421,Palmdale,Los Angeles,2,3,2,1134,39410,34585295,-117855601,1984,126000,97344,1,1,2,7,0
370,11219444,Palmdale,Los Angeles,2,3,2,1402,39508,34586553,-117848885,1986,114708,97344,1,1,2,7,0
371,11231463,Palmdale,Los Angeles,2,3,2,2145,149040,34529144,-118030037,1965,307287,97330,1,0,2,7,0
372,11231630,Palmdale,Los Angeles,2,3,2,1127,4975,34551901,-118039572,1988,169000,97330,1,1,2,4,0
373,11231753,Palmdale,Los Angeles,2,3,2,1327,5054,34551233,-118036244,1989,182000,97330,1,1,2,4,0
374,11231853,Palmdale,Los Angeles,2,3,2,1127,4899,34550598,-118034449,1990,170000,97330,1,1,2,4,0
375,11231930,Palmdale,Los Angeles,2,3,2,1327,4904,34550610,-118031227,1990,100260,97330,1,1,2,4,0
376,11232326,Palmdale,Los Angeles,2,3,2,1478,5671,34553531,-118031643,1996,130051,97330,1,1,2,4,0
377,11232572,Palmdale,Los Angeles,2,3,2,1366,6661,34553825,-118028035,1992,133523,97330,1,1,2,4,0
378,11233833,Palmdale,Los Angeles,3,4,3,2581,7652,34548111,-118072716,1991,272000,97328,1,1,2,4,1
379,11233971,Palmdale,Los Angeles,2,4,2,1451,5249,34556599,-118069300,1983,99283,97328,1,1,2,7,0
380,11233994,Palmdale,Los Angeles,2,4,2,1451,4655,34556391,-118070764,1983,184000,97328,1,1,2,7,0
381,11234294,Palmdale,Los Angeles,2,4,2,1742,9499,34554393,-118065044,1988,198895,97328,1,1,2,4,0
382,11234517,Palmdale,Los Angeles,2,3,2,1274,7464,34556395,-118068332,1985,140658,97328,1,1,2,7,0
383,11234663,Palmdale,Los Angeles,2,4,2,1521,7126,34557176,-118074201,1985,211000,97328,1,1,2,7,1
384,11234763,Palmdale,Los Angeles,2,4,2,1385,9345,34553713,-118071108,1987,156708,97328,1,1,2,7,0
385,11235070,Palmdale,Los Angeles,2,2,2,876,6937,34553618,-118076143,1989,133000,97328,1,1,2,7,0
386,11235393,Palmdale,Los Angeles,3,4,3,2196,7619,34544848,-118074813,1990,182284,97328,1,1,2,4,0
387,11235923,Palmdale,Los Angeles,2,3,2,1264,7491,34543353,-118061697,1991,134251,97328,1,1,2,4,0
388,11236092,Palmdale,Los Angeles,3,3,3,2581,7672,34545320,-118066630,1993,265000,97328,1,1,2,4,0
389,11236192,Palmdale,Los Angeles,3,3,3,2270,7101,34554918,-118061077,2001,248000,97328,1,1,2,4,0
390,11236561,Palmdale,Los Angeles,2,3,2,1837,7187,34555571,-118056403,1993,222000,97330,1,1,2,4,0
391,11236776,Palmdale,Los Angeles,3,6,3,2592,7013,34546227,-118052765,1998,254995,97330,1,1,2,4,0
392,11237840,Palmdale,Los Angeles,3,4,3,2131,108802,34538346,-118108910,1978,212146,97328,1,1,2,7,0
393,11238268,Palmdale,Los Angeles,2,4,2,1707,6096,34547771,-118081332,1980,107143,97328,1,1,2,4,0
394,11238491,Palmdale,Los Angeles,3,3,3,1805,7112,34551514,-118081436,1981,97337,97328,1,1,2,4,0
395,11238929,Palmdale,Los Angeles,3,3,3,2036,9793,34556733,-118086598,1987,146078,97328,1,1,2,4,0
396,11239275,Palmdale,Los Angeles,2,3,2,1812,6664,34554849,-118096933,1990,156763,97328,1,1,2,4,0
397,11239398,Palmdale,Los Angeles,3,4,3,1901,8067,34555495,-118094630,1989,153690,97328,1,1,2,4,0
398,11239521,Palmdale,Los Angeles,2,3,2,1403,6128,34552181,-118095564,1994,167413,97328,1,1,2,4,0
399,11239644,Palmdale,Los Angeles,3,4,3,1861,7490,34551360,-118095249,1994,239000,97328,1,1,2,4,1
400,11240448,Palmdale,Los Angeles,3,4,3,3237,54378,34548160,-118139044,1981,287327,97329,1,0,2,4,0
401,11247826,Lancaster,Los Angeles,2,3,2,1300,39402,34619693,-117848997,1989,48326,97318,1,1,2,7,0
402,11247864,Lancaster,Los Angeles,2,3,2,1420,42420,34618820,-117851847,1988,100000,97318,1,1,2,7,0
403,11248024,Lancaster,Los Angeles,2,3,2,1134,40518,34630494,-117847221,1985,110000,97318,1,1,2,7,0
404,11248602,Lancaster,Los Angeles,2,3,2,1134,48953,34625820,-117839219,1984,107074,97318,1,1,2,7,0
405,11248907,Lancaster,Los Angeles,1,2,1,825,29308,34626375,-117823372,1960,32216,97318,1,1,2,7,0
406,11249288,Lancaster,Los Angeles,2,4,2,1384,29413,34618296,-117810241,1979,86499,97318,1,0,2,7,0
407,11249463,Lancaster,Los Angeles,2,4,2,1384,29509,34623398,-117820243,1979,71074,97318,1,0,2,7,0
408,11249707,Palmdale,Los Angeles,2,3,2,1493,28437,34602162,-117818992,1989,76505,97344,1,1,2,4,1
409,11250057,Palmdale,Los Angeles,2,3,2,1488,21770,34614125,-117814062,1986,70166,97344,1,1,2,7,0
410,11250080,Palmdale,Los Angeles,2,3,2,1294,21863,34610710,-117813303,1988,102000,97344,1,1,2,7,0
411,11251123,Palmdale,Los Angeles,2,3,2,1320,23620,34594975,-117842066,1986,129572,97344,1,1,2,7,0
412,11251268,Palmdale,Los Angeles,2,3,2,1134,21838,34597739,-117834490,1986,86646,97344,1,1,2,7,0
413,11259676,Lancaster,Los Angeles,2,4,2,1596,11750,34642408,-118226804,1971,227000,97319,1,1,2,4,1
414,11259699,Lancaster,Los Angeles,2,4,2,2014,10931,34642144,-118231004,1969,224934,97319,1,0,2,4,1
415,11260164,Lancaster,Los Angeles,1,2,1,1239,39095,34640749,-118209712,1957,130379,97319,1,0,7,7,0
416,11260370,Lancaster,Los Angeles,2,3,2,1536,29521,34636844,-118215182,1978,220625,97319,1,1,2,4,0
417,11260416,Lancaster,Los Angeles,1,2,1,1405,12471,34636219,-118209553,1953,116005,97319,1,0,7,7,0
418,11260439,Lancaster,Los Angeles,2,2,2,1672,30770,34635962,-118212327,2002,279010,97319,1,1,2,4,0
419,11260485,Lancaster,Los Angeles,3,4,3,2718,25284,34633238,-118213799,1982,315000,97319,1,1,2,4,0
420,11260508,Lancaster,Los Angeles,2,3,2,2284,12189,34631425,-118214393,1969,231512,97319,1,1,2,4,0
421,11261396,Lancaster,Los Angeles,2,3,2,1422,16678,34655257,-118223402,1956,146927,97319,1,0,7,7,0
422,11261419,Lancaster,Los Angeles,1,2,1,803,18788,34653429,-118222969,1948,91292,97319,1,0,7,7,0
423,11261442,Lancaster,Los Angeles,2,3,2,1081,17399,34653429,-118224491,1951,85278,97319,1,0,2,7,0
424,11261511,Lancaster,Los Angeles,3,4,3,1822,16830,34650598,-118223839,1956,86275,97319,1,0,7,7,0
425,11261603,Lancaster,Los Angeles,2,3,2,1324,12096,34646636,-118222290,1971,124872,97319,1,1,2,7,0
426,11262014,Lancaster,Los Angeles,2,3,2,1574,7534,34655452,-118221478,1989,147385,97319,1,1,2,4,0
427,11262260,Lancaster,Los Angeles,2,2,2,1575,6071,34653680,-118229000,1990,161536,97319,1,1,2,4,0
428,11262848,Lancaster,Los Angeles,3,3,3,2662,22144,34646110,-118214246,1990,418039,97319,1,1,2,4,0
429,11263016,Lancaster,Los Angeles,2,3,2,1488,25252,34652344,-118209731,1951,125559,97319,1,0,7,7,0
430,11265251,Lancaster,Los Angeles,2,3,2,1296,21093,34656110,-118184692,1965,128878,97319,1,0,7,7,0
431,11265320,Lancaster,Los Angeles,2,4,2,1846,20787,34657927,-118184451,1977,90301,97319,1,1,2,7,0
432,11265889,Lancaster,Los Angeles,4,5,4,3107,39977,34653315,-118181719,1988,454000,97319,1,1,2,4,0
433,11265935,Lancaster,Los Angeles,2,3,2,1134,12782,34658317,-118179833,1983,188500,97319,1,1,2,7,0
434,11266304,Lancaster,Los Angeles,3,4,3,2289,14248,34666337,-118209570,1979,174530,97319,1,1,2,4,0
435,11266479,Lancaster,Los Angeles,2,3,2,1845,27548,34668986,-118203218,1978,154469,97319,1,1,2,4,0
436,11266616,Lancaster,Los Angeles,1,3,1,1316,6744,34665077,-118192694,1970,92726,97319,1,0,7,7,0
437,11266639,Lancaster,Los Angeles,1,3,1,936,6559,34662879,-118191760,1972,58746,97319,1,0,2,7,0
438,11266739,Lancaster,Los Angeles,2,4,2,1178,6613,34663202,-118193615,1970,157330,97319,1,1,2,7,0
439,11267408,Lancaster,Los Angeles,2,3,2,1746,9845,34670829,-118215997,1991,179305,97319,1,1,2,4,0
440,11267508,Lancaster,Los Angeles,2,4,2,1885,9573,34670250,-118212914,1993,193655,97319,1,1,2,4,0
441,11267990,Palmdale,Los Angeles,3,5,3,4039,109171,34639415,-118172013,1989,434001,97329,1,1,2,4,1
442,11268163,Lancaster,Los Angeles,3,4,3,2179,49590,34645260,-118208640,1978,276188,97319,1,1,2,4,0
443,11268977,Lancaster,Los Angeles,3,3,3,2089,6686,34661032,-118185297,1988,240715,97319,1,1,2,4,0
444,11269076,Lancaster,Los Angeles,2,3,2,1143,297383,34664800,-118181000,1990,122000,97319,1,1,2,7,1
445,11269343,Lancaster,Los Angeles,3,2,3,2907,22058,34673294,-118177862,1968,280697,97319,1,1,2,4,1
446,11269731,Lancaster,Los Angeles,2,3,2,1152,6488,34663129,-118173339,1973,145000,97319,1,1,2,7,0
447,11269890,Lancaster,Los Angeles,2,3,2,1511,6836,34667218,-118184606,1978,121073,97319,1,1,2,4,0
448,11269990,Lancaster,Los Angeles,2,3,2,1569,8008,34665773,-118186784,1979,105582,97319,1,1,2,4,1
