zpid,bathrooms,bedrooms,fullbathrooms,finishedSqFt,lotsizeSqFt,yearbuilt,latitude,longitude,cityid,countyid,zipcpde,rooms,units,airconditiontype,heatsystemtype,buildingquality,pools,amount
11179934,3,3,3,1534,4397,1982,34276790,-118533165,12447,3101,96356,0,1,1,2,4,,258537
11179980,3,4,3,3273,10730,1987,34280109,-118530007,12447,3101,96356,0,1,1,2,4,1,630064
11180080,4,5,4,4300,11012,1986,34281695,-118532645,12447,3101,96356,0,1,1,2,4,1,671058
11180303,3,4,3,3191,17446,1984,34288979,-118534469,12447,3101,96356,0,1,1,2,4,1,489149
11180464,3,4,3,2035,7856,1972,34280970,-118541464,12447,3101,96356,0,1,1,2,4,,489257
11180587,2,3,2,1429,7668,1972,34281412,-118541094,12447,3101,96356,0,1,1,2,7,,412516
11180687,2,3,2,1685,11551,1973,34278549,-118537460,12447,3101,96356,0,1,1,2,7,,115179
11180910,3,5,3,2410,10940,1965,34276066,-118538480,12447,3101,96356,0,1,1,2,4,1,693585
11181056,3,4,3,2597,20664,1976,34289413,-118549704,12447,3101,96356,0,1,1,2,4,1,231757
11181754,2,3,2,2304,134079,1983,34627974,-118197605,40227,3101,97329,0,1,1,2,7,,310532
11182400,2,3,2,1798,9774,1986,34622333,-118212170,40227,3101,97329,0,1,1,2,7,,172380
11182500,2,3,2,1732,7471,1987,34622958,-118215928,40227,3101,97329,0,1,1,2,7,,187504
11182769,3,5,3,2415,6621,1989,34612725,-118187174,40227,3101,97329,0,1,1,2,4,,251364
11182869,3,3,3,2098,6635,1994,34611923,-118188334,40227,3101,97329,0,1,1,2,4,1,294000
11183061,2,3,2,1494,7622,1989,34617154,-118215601,40227,3101,97329,0,1,1,2,4,,58088
11183476,2,3,2,1600,7127,1991,34607414,-118182756,40227,3101,97329,0,1,1,2,4,,159586
11184045,3,4,3,2602,7016,1990,34618732,-118185440,40227,3101,97329,0,1,1,2,4,,233610
11184145,2,3,2,1578,6583,1990,34617957,-118206205,40227,3101,97329,0,1,1,2,4,,231000
11184245,3,4,3,2371,7586,1992,34616134,-118185743,40227,3101,97329,0,1,1,2,4,1,283911
11186936,2,3,2,1673,7442,1992,34612596,-118184808,40227,3101,97329,0,1,1,2,4,,58900
11184300,2,3,2,2019,7749,1990,34610367,-118185074,40227,3101,97329,0,1,1,2,4,1,258200
11184400,3,3,3,2175,14958,1990,34625797,-118216310,40227,3101,97329,0,1,1,2,4,1,275875
11184523,3,4,3,2838,20059,1991,34610623,-118183680,40227,3101,97329,0,,1,2,4,,357000
11185014,2,3,2,2044,20041,1997,34623911,-118231508,40227,3101,97329,0,1,1,2,4,1,358611
11187392,2,3,2,1590,7447,1957,34601364,-118151890,40227,3101,97329,0,1,,2,7,,181556
11188167,2,3,2,1312,7128,1977,34593447,-118154862,40227,3101,97329,0,1,1,2,7,,193795
11188190,2,4,2,1317,10894,1980,34596849,-118148637,40227,3101,97329,0,1,1,2,7,,127050
11188290,3,3,3,1272,98564,1993,34596200,-118148000,40227,3101,97329,0,1,1,2,7,1,108992
11188474,2,3,2,1457,7540,1987,34601442,-118167168,40227,3101,97329,0,1,1,2,4,,185636
11188597,2,3,2,1280,6825,1989,34598142,-118168144,40227,3101,97329,0,1,1,2,4,,191000
11188697,3,4,3,2302,7097,1989,34596049,-118166802,40227,3101,97329,0,1,1,2,4,1,198566
11188893,3,4,3,2287,7593,1989,34601671,-118191315,40227,3101,97329,0,1,1,2,4,,185984
11188993,3,4,3,2287,8018,1989,34601654,-118188240,40227,3101,97329,0,1,1,2,4,,201432
11189093,3,4,3,2287,7024,1989,34600480,-118185666,40227,3101,97329,0,1,1,2,4,,210995
11189516,3,5,3,2021,8169,1988,34600255,-118158860,40227,3101,97329,0,1,1,2,4,1,275000
11189739,3,3,3,2212,6952,1989,34599633,-118180875,40227,3101,97329,0,1,1,2,4,,228955
11189839,3,5,3,2431,7046,1990,34589719,-118161620,40227,3101,97329,0,1,1,2,4,1,236394
11189923,3,3,3,2021,7484,1990,34588609,-118175627,40227,3101,97329,0,1,1,2,4,,245000
11190023,3,4,3,2368,9558,1990,34600061,-118177331,40227,3101,97329,0,1,1,2,4,,278500
11190123,2,4,2,2112,7014,1990,34600822,-118163340,40227,3101,97329,0,1,1,2,4,,193321
11190307,2,3,2,1374,7236,1995,34599771,-118174274,40227,3101,97329,0,1,1,2,4,,166766
11190407,2,4,2,2057,8328,2003,34598912,-118161945,40227,3101,97329,0,1,1,2,4,,189746
11190507,3,5,3,2846,7108,1998,34595039,-118172107,40227,3101,97329,0,1,1,2,4,,202728
11191913,2,3,2,1980,10554,1956,34586362,-118149883,40227,3101,97329,0,1,1,2,7,,184000
11192013,2,4,2,2149,7622,1957,34585608,-118151148,40227,3101,97329,0,1,,2,7,,60739
11192113,3,4,3,2098,9358,1995,34580792,-118153063,40227,3101,97329,0,1,1,2,4,,194374
11192263,2,3,2,1505,7811,1980,34578982,-118138412,40227,3101,97329,0,1,1,2,4,,229000
11192386,2,3,2,1772,7179,1981,34577059,-118141855,40227,3101,97329,0,1,1,2,4,,214492
11192493,2,3,2,1290,6010,1986,34572985,-118138149,40227,3101,97329,0,1,1,2,7,,150566
11192616,2,3,2,1759,8758,1989,34576248,-118133233,40227,3101,97329,0,1,1,2,4,,186823
11193146,2,4,2,2452,6987,2001,34578834,-118143368,40227,3101,97329,0,1,1,2,4,,243000
11193892,1,2,1,728,110747,1951,34612430,-118150736,40227,3101,97329,0,1,,7,7,,183000
11194343,3,3,3,2342,8452,1965,34604564,-118140751,40227,3101,97329,0,1,1,2,4,,271000
11194681,2,3,2,1451,256276,1981,34610765,-118130880,40227,3101,97329,0,1,1,2,4,,185000
11195207,1,2,1,996,8185,1951,34589533,-118121052,40227,3101,97328,0,1,,7,7,,74958
11195390,2,3,2,1120,8113,1955,34590402,-118128043,40227,3101,97328,0,1,,2,7,,118853
11195572,1,2,1,804,6898,1957,34600178,-118126804,40227,3101,97328,0,1,,7,7,,62318
11195694,3,3,3,1475,321292,1992,34612014,-118128014,40227,3101,97328,0,1,1,2,7,1,134248
11195927,2,3,2,1280,6929,1985,34584446,-118128435,40227,3101,97328,0,1,1,2,7,,151000
11196552,2,4,2,1498,10745,1968,34583474,-118128035,40227,3101,97328,0,1,1,2,7,,153000
11197457,2,4,2,1344,9736,1955,34567306,-118123395,40227,3101,97328,0,1,,7,7,,95901
11197557,2,3,2,1320,6944,1951,34565457,-118123105,40227,3101,97328,0,1,,7,7,,97810
11197657,2,3,2,1453,7478,1969,34562661,-118123012,40227,3101,97328,0,1,1,2,7,,158000
11198012,3,3,3,1557,6642,1984,34569259,-118126683,40227,3101,97328,0,1,1,2,7,,194128
11198112,2,3,2,1206,6574,1987,34567785,-118131003,40227,3101,97328,0,1,1,2,7,,122229
11198258,2,3,2,1509,6439,1988,34564790,-118117766,40227,3101,97328,0,1,1,2,4,,183000
11198358,2,3,2,1229,10524,1988,34561525,-118118675,40227,3101,97328,0,1,1,2,4,,144991
11198665,2,3,2,1097,6954,1957,34567698,-118106253,40227,3101,97328,0,1,,7,7,,136000
11198834,2,3,2,1608,8190,1954,34569653,-118106221,40227,3101,97328,0,1,,7,7,,150800
11198934,2,4,2,1150,7912,1954,34571829,-118099538,40227,3101,97328,0,1,,7,7,,36467
11199217,2,3,2,1134,6926,1983,34570018,-118093349,40227,3101,97328,0,1,1,2,7,,127537
11199317,2,3,2,1360,7042,1984,34564248,-118095038,40227,3101,97328,0,1,1,2,7,,153648
11199609,2,3,2,1710,7792,1985,34563075,-118095431,40227,3101,97328,0,1,1,2,7,,185485
11199709,2,3,2,1085,7135,1986,34560960,-118097521,40227,3101,97328,0,1,1,2,4,,107102
11200001,3,3,3,1452,6627,1987,34562671,-118098950,40227,3101,97328,0,1,1,2,4,,135930
11200170,3,4,3,2100,10331,1989,34566701,-118100568,40227,3101,97328,0,1,1,2,4,1,193800
11200316,3,3,3,2059,8048,1991,34562128,-118104486,40227,3101,97328,0,1,1,2,4,,169059
11200680,2,3,2,1562,7268,1987,34576879,-118103472,40227,3101,97328,0,1,1,2,7,,106553
11200831,1,2,1,900,6170,1952,34578645,-118100350,40227,3101,97328,0,1,,7,7,,68745
11201115,1,3,1,1138,6423,1954,34577011,-118093581,40227,3101,97328,0,1,,7,7,,42113
11201548,2,3,2,1454,12763,1957,34582091,-118106329,40227,3101,97328,0,1,,7,4,,107400
11201874,1,3,1,1014,6521,1954,34581775,-118095538,40227,3101,97328,0,1,,7,7,,121000
11201973,1,3,1,983,6203,1953,34585888,-118093016,40227,3101,97328,0,1,,7,7,,124000
11202165,2,3,2,1400,8346,1955,34582620,-118092537,40227,3101,97328,0,1,,7,7,,73771
11202530,3,4,3,2034,7459,1987,34584030,-118076914,40227,3101,97328,0,1,1,2,7,,189615
11202748,2,3,2,1311,1457,1987,34583600,-118089000,40227,3101,97328,0,1,1,2,7,,37887
11202871,3,4,3,2000,7027,1989,34573039,-118082167,40227,3101,97328,0,1,1,2,4,,160844
11203469,2,3,2,1481,6971,1965,34572063,-118081734,40227,3101,97328,0,1,1,2,7,,153780
11203638,2,3,2,1148,7139,1969,34568071,-118080400,40227,3101,97328,0,1,1,2,7,,155500
11203738,2,3,2,1100,4095,1973,34565974,-118076838,40227,3101,97328,0,1,1,2,7,,123000
11203938,2,3,2,1248,7212,1983,34559639,-118075728,40227,3101,97328,0,1,1,2,7,,96600
11204061,3,3,3,1522,4554,1988,34567117,-118087598,40227,3101,97328,0,1,1,2,4,,157000
11204107,2,3,2,1482,4671,1985,34567711,-118091698,40227,3101,97328,0,1,1,2,7,,150500
11204276,3,3,3,1632,8519,1985,34564877,-118089960,40227,3101,97328,0,1,1,2,7,,112500
11204376,3,3,3,1995,11360,1985,34562375,-118090760,40227,3101,97328,0,1,1,2,7,,199115
11204883,2,3,2,1134,7786,1986,34561653,-118090794,40227,3101,97328,0,1,1,2,7,,118617
11204906,3,3,3,2052,7656,1986,34562811,-118087212,40227,3101,97328,0,1,1,2,4,,208467
11205577,2,2,2,1320,4494,1983,34564852,-118062196,40227,3101,97328,0,1,1,2,7,,163196
11205700,2,3,2,1158,8617,1985,34567562,-118074023,40227,3101,97328,0,1,1,2,7,,161500
11206023,2,2,2,1101,5476,1984,34566360,-118067254,40227,3101,97328,0,1,1,2,7,,107036
11206269,2,2,2,1065,6703,1986,34561366,-118062673,40227,3101,97328,0,1,1,2,7,,119388
11206761,2,4,2,1498,6841,1988,34566822,-118061686,40227,3101,97328,0,1,1,2,7,,104809
11206861,2,3,2,1692,7062,1988,34560720,-118059593,40227,3101,97328,0,1,1,2,7,,150001
11206961,3,4,3,2153,7335,1990,34577207,-118068364,40227,3101,97328,0,1,1,2,4,,144990
11207084,3,5,3,2108,6989,1998,34571619,-118070151,40227,3101,97328,0,1,1,2,4,,180997
11207184,2,4,2,1980,14120,1998,34569688,-118074869,40227,3101,97328,0,1,1,2,4,,29159
11207825,2,3,2,1041,7047,1956,34585331,-118064749,40227,3101,97328,0,1,,7,7,,60266
11208094,1,3,1,1064,7199,1955,34582520,-118069182,40227,3101,97328,0,1,,7,7,,53695
11208163,2,3,2,1141,7797,1956,34581471,-118070182,40227,3101,97328,0,1,,2,7,,67767
11208286,1,3,1,916,6088,1954,34583515,-118073757,40227,3101,97328,0,1,,7,7,,83990
11208977,2,2,2,1412,5783,1953,34587473,-118115225,40227,3101,97328,0,2,,,7,,140246
11209327,3,3,3,1733,7138,1989,34567718,-118041262,40227,3101,97330,0,1,1,2,4,1,148567
11209664,2,3,2,1198,7816,1984,34559020,-118032153,40227,3101,97330,0,1,1,2,7,1,150078
11210062,3,3,3,1793,7921,1988,34560405,-118053217,40227,3101,97330,0,1,1,2,4,,166011
11210162,3,3,3,1969,7179,1986,34566303,-118042220,40227,3101,97330,0,1,1,2,4,,135643
11210408,2,3,2,1136,7058,1986,34568225,-118046327,40227,3101,97330,0,1,1,2,4,,102854
11210508,2,3,2,1402,8110,1986,34569270,-118039960,40227,3101,97330,0,1,1,2,7,,144990
11210531,2,3,2,1406,6593,1984,34566641,-118040430,40227,3101,97330,0,1,1,2,4,,140819
11210731,2,3,2,1668,11436,1987,34564413,-118050148,40227,3101,97330,0,1,1,2,7,,186777
11210900,2,3,2,1404,7212,1987,34569524,-118038766,40227,3101,97330,0,1,1,2,7,,151903
11211092,2,3,2,1592,6586,1988,34568583,-118034635,40227,3101,97330,0,1,1,2,4,,157233
11211192,2,4,2,1650,7011,1988,34562499,-118050802,40227,3101,97330,0,1,1,2,4,,187502
11211707,3,3,3,2018,6594,1989,34563546,-118032558,40227,3101,97330,0,1,1,2,4,,213000
11211930,2,3,2,1150,7156,1988,34574135,-118056987,40227,3101,97330,0,1,1,2,7,,156000
11212176,2,2,2,1362,6604,1998,34564314,-118026629,40227,3101,97330,0,1,1,2,4,,114959
11212276,2,3,2,1343,6857,1997,34564329,-118030024,40227,3101,97330,0,1,1,2,7,,120002
11212451,3,4,3,1780,6974,1990,34567735,-118026613,40227,3101,97330,0,1,1,2,4,,208500
11212551,3,4,3,1921,7988,1990,34571172,-118025998,40227,3101,97330,0,1,1,2,4,,178022
11212651,2,3,2,1281,8513,1989,34570924,-118039038,40227,3101,97330,0,1,1,2,4,,131563
11212974,2,3,2,1549,7011,1990,34574579,-118053299,40227,3101,97330,0,1,1,2,7,,192799
11213174,3,3,3,1339,271458,1989,34572200,-118053000,40227,3101,97330,0,1,1,2,4,,136800
11213274,2,3,2,1631,7030,1989,34559561,-118048049,40227,3101,97330,0,1,1,2,4,,135395
11213581,3,6,3,3319,7041,2000,34560283,-118027452,40227,3101,97330,0,1,1,2,4,,238937
11213904,2,3,2,1490,6559,1995,34574495,-118048833,40227,3101,97330,0,1,1,2,7,,191000
11214004,3,4,3,2323,7393,1990,34564997,-118023657,40227,3101,97330,0,1,1,2,4,,219000
11214104,2,3,2,1524,7799,1990,34574906,-118032588,40227,3101,97330,0,1,1,2,7,,162240
11214242,3,4,3,2042,7578,1994,34558691,-118040155,40227,3101,97330,0,1,1,2,4,,219000
11215790,2,4,2,1579,7007,1994,34560253,-118018800,40227,3101,97330,0,1,1,2,4,,185000
11218080,2,4,2,1644,52744,1957,34581809,-117972283,40227,3101,97330,0,2,,,7,,74999
11218661,1,3,1,1210,54831,1984,34582297,-117961278,40227,3101,97344,0,1,1,2,7,,65512
11219331,2,4,2,2568,229813,1972,34578074,-117866146,40227,3101,97344,0,1,,7,7,,154568
11219421,2,3,2,1134,39410,1984,34585295,-117855601,40227,3101,97344,0,1,1,2,7,,126000
11219444,2,3,2,1402,39508,1986,34586553,-117848885,40227,3101,97344,0,1,1,2,7,,114708
11225404,2,3,2,1571,39941,1956,34563942,-117939312,29189,3101,97323,0,1,,7,7,,81337
11226431,2,4,2,1771,40997,1989,34564320,-117958324,29189,3101,97323,0,1,1,20,7,,193795
11226531,2,4,2,1771,42590,1989,34559515,-117954707,29189,3101,97323,0,1,1,2,7,,136159
11226699,2,3,2,1862,62798,1992,34553348,-117964885,29189,3101,97323,0,1,1,2,7,,161731
11227707,2,3,2,1664,21049,1991,34556638,-117960907,29189,3101,97323,0,1,1,2,7,,148567
11227776,2,4,2,1972,39592,1980,34539790,-117972788,29189,3101,97323,0,1,1,2,7,,151633
11227921,2,2,2,1080,40055,2000,34536185,-117960947,29189,3101,97323,0,1,1,2,7,,134377
11228340,1,3,1,912,18027,1959,34530720,-117967825,29189,3101,97323,0,1,,7,7,,90963
11228363,2,4,2,1508,38538,1959,34528915,-117968815,29189,3101,97323,0,1,1,2,7,,101018
11230147,2,3,2,1383,11295,1986,34531809,-117983030,29189,3101,97323,0,1,1,2,7,,110618
11230358,1,3,1,1475,29044,1955,34518081,-117982191,29189,3101,97323,0,1,,,7,,65631
11230494,2,3,2,1302,10308,1988,34520002,-117991340,29189,3101,97323,0,1,1,2,7,,148082
11230742,2,3,2,1008,8029,1958,34526287,-117997981,29189,3101,97323,0,1,,7,7,,146304
11230811,2,3,2,1240,8123,1986,34524853,-117996186,29189,3101,97323,0,1,1,2,7,,125478
11231463,2,3,2,2145,149040,1965,34529144,-118030037,40227,3101,97330,0,1,,2,7,,307287
11231630,2,3,2,1127,4975,1988,34551901,-118039572,40227,3101,97330,0,1,1,2,4,,169000
11231753,2,3,2,1327,5054,1989,34551233,-118036244,40227,3101,97330,0,1,1,2,4,,182000
11231853,2,3,2,1127,4899,1990,34550598,-118034449,40227,3101,97330,0,1,1,2,4,,170000
11231930,2,3,2,1327,4904,1990,34550610,-118031227,40227,3101,97330,0,1,1,2,4,,100260
11232326,2,3,2,1478,5671,1996,34553531,-118031643,40227,3101,97330,0,1,1,2,4,,130051
11232572,2,3,2,1366,6661,1992,34553825,-118028035,40227,3101,97330,0,1,1,2,4,,133523
11233833,3,4,3,2581,7652,1991,34548111,-118072716,40227,3101,97328,0,1,1,2,4,1,272000
11233971,2,4,2,1451,5249,1983,34556599,-118069300,40227,3101,97328,0,1,1,2,7,,99283
11233994,2,4,2,1451,4655,1983,34556391,-118070764,40227,3101,97328,0,1,1,2,7,,184000
11234294,2,4,2,1742,9499,1988,34554393,-118065044,40227,3101,97328,0,1,1,2,4,,198895
11234517,2,3,2,1274,7464,1985,34556395,-118068332,40227,3101,97328,0,1,1,2,7,,140658
11234663,2,4,2,1521,7126,1985,34557176,-118074201,40227,3101,97328,0,1,1,2,7,1,211000
11234763,2,4,2,1385,9345,1987,34553713,-118071108,40227,3101,97328,0,1,1,2,7,,156708
11235070,2,2,2,876,6937,1989,34553618,-118076143,40227,3101,97328,0,1,1,2,7,,133000
11235393,3,4,3,2196,7619,1990,34544848,-118074813,40227,3101,97328,0,1,1,2,4,,182284
11235923,2,3,2,1264,7491,1991,34543353,-118061697,40227,3101,97328,0,1,1,2,4,,134251
11236092,3,3,3,2581,7672,1993,34545320,-118066630,40227,3101,97328,0,1,1,2,4,,265000
11236192,3,3,3,2270,7101,2001,34554918,-118061077,40227,3101,97328,0,1,1,2,4,,248000
11236561,2,3,2,1837,7187,1993,34555571,-118056403,40227,3101,97330,0,1,1,2,4,,222000
11236776,3,6,3,2592,7013,1998,34546227,-118052765,40227,3101,97330,0,1,1,2,4,,254995
11237840,3,4,3,2131,108802,1978,34538346,-118108910,40227,3101,97328,0,1,1,2,7,,212146
11238268,2,4,2,1707,6096,1980,34547771,-118081332,40227,3101,97328,0,1,1,2,4,,107143
11238491,3,3,3,1805,7112,1981,34551514,-118081436,40227,3101,97328,0,1,1,2,4,,97337
11238929,3,3,3,2036,9793,1987,34556733,-118086598,40227,3101,97328,0,1,1,2,4,,146078
11239275,2,3,2,1812,6664,1990,34554849,-118096933,40227,3101,97328,0,1,1,2,4,,156763
11239398,3,4,3,1901,8067,1989,34555495,-118094630,40227,3101,97328,0,1,1,2,4,,153690
11239521,2,3,2,1403,6128,1994,34552181,-118095564,40227,3101,97328,0,1,1,2,4,,167413
11239644,3,4,3,1861,7490,1994,34551360,-118095249,40227,3101,97328,0,1,1,2,4,1,239000
11240448,3,4,3,3237,54378,1981,34548160,-118139044,40227,3101,97329,0,1,,2,4,,287327
11242083,2,3,2,2364,111499,1986,34496377,-118143391,16677,3101,97298,0,1,1,2,4,,245111
11242128,3,3,3,1296,73476,1981,34486910,-118155655,16677,3101,97298,0,1,1,2,7,,230910
11242188,2,3,2,1632,109464,1983,34492078,-118139299,16677,3101,97298,0,1,,,4,,260739
11242577,0,0,,320,4819294,1932,34461000,-118156000,16677,3101,97298,0,,,,,,66045
11242592,6,4,6,4922,223142,2003,34458822,-118158821,16677,3101,97298,0,1,1,2,1,,652141
11242803,2,2,2,1152,159345,1982,34460547,-118174261,16677,3101,97298,0,1,1,2,7,,219470
11244352,1,2,1,1856,89972,1988,34428864,-117884691,13232,3101,97331,0,1,1,2,7,,162405
11244771,2,2,2,1787,21621,1964,34468699,-117845274,25621,3101,97324,0,1,1,2,4,,119878
11244974,3,3,3,2400,20481,1979,34471455,-117843181,25621,3101,97324,0,1,1,2,4,,261000
11247826,2,3,2,1300,39402,1989,34619693,-117848997,5534,3101,97318,0,1,1,2,7,,48326
11247864,2,3,2,1420,42420,1988,34618820,-117851847,5534,3101,97318,0,1,1,2,7,,100000
11248024,2,3,2,1134,40518,1985,34630494,-117847221,5534,3101,97318,0,1,1,2,7,,110000
11248602,2,3,2,1134,48953,1984,34625820,-117839219,5534,3101,97318,0,1,1,2,7,,107074
11248907,1,2,1,825,29308,1960,34626375,-117823372,5534,3101,97318,0,1,1,2,7,,32216
11249288,2,4,2,1384,29413,1979,34618296,-117810241,5534,3101,97318,0,1,,2,7,,86499
11249463,2,4,2,1384,29509,1979,34623398,-117820243,5534,3101,97318,0,1,,2,7,,71074
11249707,2,3,2,1493,28437,1989,34602162,-117818992,40227,3101,97344,0,1,1,2,4,1,76505
11250057,2,3,2,1488,21770,1986,34614125,-117814062,40227,3101,97344,0,1,1,2,7,,70166
11250080,2,3,2,1294,21863,1988,34610710,-117813303,40227,3101,97344,0,1,1,2,7,,102000
11251123,2,3,2,1320,23620,1986,34594975,-117842066,40227,3101,97344,0,1,1,2,7,,129572
11251268,2,3,2,1134,21838,1986,34597739,-117834490,40227,3101,97344,0,1,1,2,7,,86646
11259676,2,4,2,1596,11750,1971,34642408,-118226804,5534,3101,97319,0,1,1,2,4,1,227000
11259699,2,4,2,2014,10931,1969,34642144,-118231004,5534,3101,97319,0,1,,2,4,1,224934
11260164,1,2,1,1239,39095,1957,34640749,-118209712,5534,3101,97319,0,1,,7,7,,130379
11260370,2,3,2,1536,29521,1978,34636844,-118215182,5534,3101,97319,0,1,1,2,4,,220625
11260416,1,2,1,1405,12471,1953,34636219,-118209553,5534,3101,97319,0,1,,7,7,,116005
11260439,2,2,2,1672,30770,2002,34635962,-118212327,5534,3101,97319,0,1,1,2,4,,279010
11260485,3,4,3,2718,25284,1982,34633238,-118213799,5534,3101,97319,0,1,1,2,4,,315000
11260508,2,3,2,2284,12189,1969,34631425,-118214393,5534,3101,97319,0,1,1,2,4,,231512
11261396,2,3,2,1422,16678,1956,34655257,-118223402,5534,3101,97319,0,1,,7,7,,146927
11261419,1,2,1,803,18788,1948,34653429,-118222969,5534,3101,97319,0,1,,7,7,,91292
11261442,2,3,2,1081,17399,1951,34653429,-118224491,5534,3101,97319,0,1,,,7,,85278
11261511,3,4,3,1822,16830,1956,34650598,-118223839,5534,3101,97319,0,1,,7,7,,86275
11261603,2,3,2,1324,12096,1971,34646636,-118222290,5534,3101,97319,0,1,1,2,7,,124872
11262014,2,3,2,1574,7534,1989,34655452,-118221478,5534,3101,97319,0,1,1,2,4,,147385
11262260,2,2,2,1575,6071,1990,34653680,-118229000,5534,3101,97319,0,1,1,2,4,,161536
11262848,3,3,3,2662,22144,1990,34646110,-118214246,5534,3101,97319,0,1,1,2,4,,418039
11263016,2,3,2,1488,25252,1951,34652344,-118209731,5534,3101,97319,0,1,,7,7,,125559
11265251,2,3,2,1296,21093,1965,34656110,-118184692,5534,3101,97319,0,1,,7,7,,128878
11265320,2,4,2,1846,20787,1977,34657927,-118184451,5534,3101,97319,0,1,1,2,7,,90301
11265889,4,5,4,3107,39977,1988,34653315,-118181719,5534,3101,97319,0,1,1,2,4,,454000
11265935,2,3,2,1134,12782,1983,34658317,-118179833,5534,3101,97319,0,1,1,2,7,,188500
11266304,3,4,3,2289,14248,1979,34666337,-118209570,5534,3101,97319,0,1,1,2,4,,174530
11266479,2,3,2,1845,27548,1978,34668986,-118203218,5534,3101,97319,0,1,1,2,4,,154469
11266616,1,3,1,1316,6744,1970,34665077,-118192694,5534,3101,97319,0,1,,7,7,,92726
11266639,1,3,1,936,6559,1972,34662879,-118191760,5534,3101,97319,0,1,,2,7,,58746
11266739,2,4,2,1178,6613,1970,34663202,-118193615,5534,3101,97319,0,1,1,2,7,,157330
11267408,2,3,2,1746,9845,1991,34670829,-118215997,5534,3101,97319,0,1,1,2,4,,179305
11267508,2,4,2,1885,9573,1993,34670250,-118212914,5534,3101,97319,0,1,1,2,4,,193655
11267990,3,5,3,4039,109171,1989,34639415,-118172013,40227,3101,97329,0,1,1,2,4,1,434001
11268163,3,4,3,2179,49590,1978,34645260,-118208640,5534,3101,97319,0,1,1,2,4,,276188
11268977,3,3,3,2089,6686,1988,34661032,-118185297,5534,3101,97319,0,1,1,2,4,,240715
11269076,2,3,2,1143,297383,1990,34664800,-118181000,5534,3101,97319,0,1,1,2,7,1,122000
11269343,3,2,3,2907,22058,1968,34673294,-118177862,5534,3101,97319,0,1,1,2,4,1,280697
11269731,2,3,2,1152,6488,1973,34663129,-118173339,5534,3101,97319,0,1,1,2,7,,145000
11269890,2,3,2,1511,6836,1978,34667218,-118184606,5534,3101,97319,0,1,1,2,4,,121073
11269990,2,3,2,1569,8008,1979,34665773,-118186784,5534,3101,97319,0,1,1,2,4,1,105582
11270113,2,3,2,2053,9276,1980,34662214,-118188757,5534,3101,97319,0,1,1,2,4,,232678
11270336,2,3,2,1657,9422,1984,34666471,-118187302,5534,3101,97319,0,1,1,2,4,,239695
11270436,3,2,3,1151,263762,1999,34672000,-118185000,5534,3101,97319,0,1,1,2,4,,92898
11270759,3,3,3,1913,6636,1989,34663520,-118184443,5534,3101,97319,0,1,1,2,4,,181296
11270882,2,3,2,1134,6800,1987,34669486,-118179586,5534,3101,97319,0,1,1,2,4,,157380
11270982,2,3,2,1491,7201,1991,34661795,-118174982,5534,3101,97319,0,1,1,2,7,,156659
11271211,3,4,3,2279,6140,1989,34668405,-118188212,5534,3101,97319,0,1,1,2,4,,266000
11271280,2,2,2,1033,7250,1989,34668521,-118181082,5534,3101,97319,0,1,1,2,7,,168000
11275080,3,4,3,1848,6366,1994,34710519,-118163162,5534,3101,97317,0,1,1,2,4,,125000
11275203,2,4,2,1791,5638,2001,34711929,-118158365,5534,3101,97317,0,1,1,2,4,,202200
11275349,2,3,2,1269,6557,1964,34706194,-118159931,5534,3101,97317,0,1,,2,7,,40950
11275595,3,4,3,1638,9582,1988,34718297,-118152573,5534,3101,97317,0,1,1,2,7,1,189500
11276118,2,3,2,1217,5517,1993,34713752,-118160984,5534,3101,97317,0,1,1,2,4,,118072
